inchikey,substance_name,chemont_label,chemont_labels
YJWUCTSBPRQAID-UHFFFAOYSA-N,potassium 2-chloro-3-(benzyloxy)propionate,Benzylethers,Benzylethers|Benzene and substituted derivatives|Benzenoids|Organic compounds
YJYAGNPMQVHYAH-UHFFFAOYSA-N,2-[tert-butyl(dimethyl)silyl]oxyethanol,Trialkylheterosilanes,Trialkylheterosilanes|Organoheterosilanes
YKBZOVFACRVRJN-UHFFFAOYSA-N,Dinotefuran,Nitroguanidines,Nitroguanidines|Guanidines|Organonitrogen compounds
YKBZOVFACRVRJN-UHFFFAOYSA-N,dinotefuran (ISO); 1-methyl-2-nitro-3-(tetrahydro-3-furylmethyl)guanidine,Nitroguanidines,Nitroguanidines|Guanidines|Organonitrogen compounds
YKCQHUPTHHPHGX-UHFFFAOYSA-N,"Ethyl (1,1-dioxido-3-oxo-1,2-benzothiazol-2(3H)-yl)acetate",Alpha amino acid esters,Alpha amino acid esters|Alpha amino acids and derivatives
YKESGDAJVLVZAA-UHFFFAOYSA-N,"1'-(phenylmethyl)-[1,4'-bipiperidine]-4'-carboxamide",N-benzylpiperidines,N-benzylpiperidines
YKFHIJHJBUDXFP-UHFFFAOYSA-N,"Octahydro-4,7-methano-1H-inden-5-yl acetate",Monoterpenoids,Monoterpenoids
YKFKEYKJGVSEIX-UHFFFAOYSA-N,4-tert-butylcyclohexanone,Cyclic ketones,Cyclic ketones|Ketones|Carbonyl compounds|Organooxygen compounds
YKFLAYDHMOASIY-UHFFFAOYSA-N,"p-mentha-1,4-diene",Branched unsaturated hydrocarbons,Branched unsaturated hydrocarbons
YKFRAOGHWKADFJ-UHFFFAOYSA-N,Aramite,Phenylpropanes,Phenylpropanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
YKFRUJSEPGHZFJ-UHFFFAOYSA-N,N-(trimethylsilyl)imidazole,Alkylarylsilanes,Alkylarylsilanes
YKGBNAGNNUEZQC-UHFFFAOYSA-N,Triisooctylamine,Trialkylamines,Trialkylamines|Tertiary amines
YKGGTUUWVUHZIL-UHFFFAOYSA-N,"N-(2,3-dihydro-2-oxo-1H-benzimidazol-5-yl)-3-hydroxy-4-[[2-methoxy-5-methyl-4-[(methylamino)sulphonyl]phenyl]azo]naphthalene-2-carboxamide",Naphthols and derivatives,Naphthols and derivatives|Naphthalenes|Benzenoids|Organic compounds
YKGRKSWSVPZYER-UHFFFAOYSA-N,Isohexadecene,Unsaturated aliphatic hydrocarbons,Unsaturated aliphatic hydrocarbons
YKGYQYOQRGPFTO-UHFFFAOYSA-N,Diisodecyl adipate,Fatty alcohol esters,Fatty alcohol esters
YKGYQYOQRGPFTO-UHFFFAOYSA-N,"adipic acid, diisodecyl ester",Fatty alcohol esters,Fatty alcohol esters
YKHVVNDSWHSBPA-BLHCBFLLSA-N,"(2E,4E)-2,4-decadienoic acid",Medium-chain fatty acids,Medium-chain fatty acids|Fatty acids and conjugates
YKINYFHTXSOMQZ-UHFFFAOYSA-N,"Glycine, N-[1-oxo-2-(phenylmethyl)-2-propen-1-yl]-, phenylmethyl ester",N-acyl-alpha amino acids and derivatives,N-acyl-alpha amino acids and derivatives|Alpha amino acids and derivatives
YKIOKAURTKXMSB-UHFFFAOYSA-N,Platinum dioxide,Transition metal oxides,Transition metal oxides
YKLJGMBLPUQQOI-UHFFFAOYSA-M,Sodium peroxometaborate,Metalloid oxides,Metalloid oxides
YKLJGMBLPUQQOI-UHFFFAOYSA-M,sodium peroxometaborate,Metalloid oxides,Metalloid oxides
YKLKCCHLLFMWQE-UHFFFAOYSA-N,"2(R,S)-(2-Amino-1,6-dihydro-6-oxo-purin-9-yl)methoxy-3-acetoxy-1-propanol",Hypoxanthines,Hypoxanthines
YKNMBTZOEVIJCM-HWKANZROSA-N,Decene,Unsaturated aliphatic hydrocarbons,Unsaturated aliphatic hydrocarbons
YKOCPBMVMBUTAX-UHFFFAOYSA-N,4-methoxy-3-nitro-N-phenylbenzamide,Benzanilides,Benzanilides|Aromatic anilides|Anilides|Benzene and substituted derivatives|Benzenoids|Organic compounds
YKRGIJMFCRDMOU-UHFFFAOYSA-N,"Benzoic acid, 2-chloro-5-iodo-, ethyl ester",Benzoic acid esters,Benzoic acid esters|Benzoic acids and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
YKSGNOMLAIJTLT-UHFFFAOYSA-N,"Violanthrene-5,10-dione",Benzopyrenes,Benzopyrenes|Pyrenes|Benzenoids|Organic compounds
YKSNLCVSTHTHJA-UHFFFAOYSA-L,maneb (ISO); manganese ethylenebis(dithiocarbamate) (polymeric),Ethylene bisdithiocarbamates,Ethylene bisdithiocarbamates|Dithiocarbamic acid esters
YKSSSKBJDZDZTD-UHFFFAOYSA-N,Benzyl 2-methoxy-4-prop-1-enylphenyl ether,Anisoles,Anisoles|Phenol ethers|Benzenoids|Organic compounds
YKTVOVMXBLLWNM-UHFFFAOYSA-N,p-ethylbenzenesulphonyl fluoride,Benzenesulfonyl compounds,Benzenesulfonyl compounds|Benzene and substituted derivatives|Benzenoids|Organic compounds
YKYIFUROKBDHCY-ONEGZZNKSA-N,"(E)-4-Ethoxy-1,1,1-trifluoro-3-buten-2-one (stabilized with BHT)",Enones,Enones
YKYONYBAUNKHLG-UHFFFAOYSA-N,Propyl acetate,Carboxylic acid esters,Carboxylic acid esters
YKYONYBAUNKHLG-UHFFFAOYSA-N,propyl acetate,Carboxylic acid esters,Carboxylic acid esters
YKYOUMDCQGMQQO-UHFFFAOYSA-L,Cadmium chloride,Transition metal chlorides,Transition metal chlorides
YKYOUMDCQGMQQO-UHFFFAOYSA-L,cadmium chloride,Transition metal chlorides,Transition metal chlorides
YLCLKCNTDGWDMD-UHFFFAOYSA-N,Perfluoropropionyl fluoride,Acyl fluorides,Acyl fluorides
YLDIMJOASVRWAO-UHFFFAOYSA-M,Sodium 4-(4-methyl-3-nitrobenzoylamino)benzenesulphonate,Benzanilides,Benzanilides|Aromatic anilides|Anilides|Benzene and substituted derivatives|Benzenoids|Organic compounds
YLFSVIMMRPNPFK-WEQBUNFVSA-N,Acrinathrin,Pyrethroids,Pyrethroids|Fatty acid esters
YLFXEUMFBVGYEL-GQCTYLIASA-N,(E)-3-Methyl-4-oxo-but-2-enoic acid ethylester,Fatty acid esters,Fatty acid esters
YLGYACDQVQQZSW-UHFFFAOYSA-N,"N,N-dimethylacrylamide",Tertiary carboxylic acid amides,Tertiary carboxylic acid amides
YLHXLHGIAMFFBU-UHFFFAOYSA-N,Methyl benzoylformate,Benzoyl derivatives,Benzoyl derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
YLIXVKUWWOQREC-UHFFFAOYSA-N,3-(p-cumenyl)-2-methylpropionaldehyde,Phenylpropanes,Phenylpropanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
YLJIAWIWLCACLS-UHFFFAOYSA-M,"[(5-(4-hydroxy-2,6,6-trimethyl-3-oxo-1-cyclohexen-1-yl)-3-methyl-2,4-pentadienyl](triphenyl)phosphonium bromide",Phenylphosphines and derivatives,Phenylphosphines and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
YLJJAVFOBDSYAN-UHFFFAOYSA-N,Dichloro(methyl)(vinyl)silane,Organochlorosilanes,Organochlorosilanes|Organoheterosilanes
YLJLLELGHSWIDU-UHFFFAOYSA-N,Dodemorph acetate,Carboxylic acids,Carboxylic acids|Carboxylic acids and derivatives
YLJLLELGHSWIDU-UHFFFAOYSA-N,"dodemorph acetate; 4-cyclododecyl-2,6-dimethylmorpholin-4-ium acetate",Carboxylic acids,Carboxylic acids|Carboxylic acids and derivatives
YLKFDHTUAUWZPQ-UHFFFAOYSA-N,nitrosodipropylamine,Organic N-nitroso compounds,Organic N-nitroso compounds
YLMGFJXSLBMXHK-UHFFFAOYSA-M,Potassium perchlorate,Alkali metal perchlorates,Alkali metal perchlorates
YLMGFJXSLBMXHK-UHFFFAOYSA-M,potassium perchlorate,Alkali metal perchlorates,Alkali metal perchlorates
YLNYLLVKHRZLGO-UHFFFAOYSA-N,"4-(1-ethoxyvinyl)-3,3,5,5-tetramethylcyclohexanone",Cyclic ketones,Cyclic ketones|Ketones|Carbonyl compounds|Organooxygen compounds
YLPGTOIOYRQOHV-UHFFFAOYSA-N,Pretilachlor,Anilides,Anilides|Benzene and substituted derivatives|Benzenoids|Organic compounds
YLQBMQCUIZJEEH-UHFFFAOYSA-N,Furan,Heteroaromatic compounds,Heteroaromatic compounds
YLQBMQCUIZJEEH-UHFFFAOYSA-N,furan,Heteroaromatic compounds,Heteroaromatic compounds
YLQLIQIAXYRMDL-UHFFFAOYSA-N,2-propylheptan-1-ol,Fatty alcohols,Fatty alcohols
YLQWCDOCJODRMT-UHFFFAOYSA-N,Fluoren-9-one,Fluorenes,Fluorenes|Benzenoids|Organic compounds
YLRALQSVMCXBSD-UHFFFAOYSA-N,"Diethyl 1,2-cyclopentanedicarboxylate",Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives|Carboxylic acids and derivatives
YLRBJYMANQKEAW-UHFFFAOYSA-N,"α,4-dibromotoluene",Benzyl bromides,Benzyl bromides
YLUHNGIWRCCQMQ-INIZCTEOSA-N,(S)-3-[4-(2-Chlor-5-iod-benzyl)-phenoxy]-tetrahydro-furan,Diphenylmethanes,Diphenylmethanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
YLUIKWVQCKSMCF-UHFFFAOYSA-N,Calcium magnesium oxide,Alkaline earth metal oxides,Alkaline earth metal oxides
YLVPBWWLXQQGJS-UHFFFAOYSA-N,"A mixture of: thiobis(4,1-phenylene)-S,S,S',S'-tetraphenyldisulfonium bishexafluorophosphate; diphenyl(4-phenylthiophenyl)sulfonium hexafluorophosphate",Diarylthioethers,Diarylthioethers|Aryl thioethers
YLWMFGZOMMEAOU-SATBOSKTSA-N,"(2S,3S)-3-(2-Ethoxyphenoxy)-2-hydroxy-3-phenylpropylammonium methanesulfonate",Phenol ethers,Phenol ethers|Benzenoids|Organic compounds
YLWMFGZOMMEAOU-SATBOSKTSA-N,"reaction mass of: (2R, 3R)-3-(2-ethoxyphenoxy)-2-hydroxy-3-phenylpropylammonium methanesulfonate; (2S, 3S)-3-(2-ethoxyphenoxy)-2-hydroxy-3-phenylpropylammonium methanesulfonate",Phenol ethers,Phenol ethers|Benzenoids|Organic compounds
YLWQQYRYYZPZLJ-UHFFFAOYSA-N,"N,N'-ethane-1,2-diylbis(12-hydroxyoctadecan-1-amide)",N-acyl amines,N-acyl amines|Fatty amides
YLYBKNICSPYRDA-UHFFFAOYSA-G,Hexakis[μ-(acetato-O:O')]-μ3-oxo-triangulo-triruthenium acetate,Acetate salts,Acetate salts|Carboxylic acid salts
YLYBTZIQSIBWLI-UHFFFAOYSA-N,Octyl acetate,Fatty alcohol esters,Fatty alcohol esters
YLYUAJJICVNRHL-UHFFFAOYSA-N,"1,4-diisobutyl-2,3,5,6-tetrahydroxy-1,4-dioxo-1,4-diphosphorinane",Organophosphine oxides,Organophosphine oxides|Organic phosphines and derivatives|Organophosphorus compounds|Organic compounds
YMAWOPBAYDPSLA-UHFFFAOYSA-N,N-glycylglycine,Dipeptides,Dipeptides|Peptides
YMBCJWGVCUEGHA-UHFFFAOYSA-M,Tetraethylammonium chloride,Tetraalkylammonium salts,Tetraalkylammonium salts|Quaternary ammonium salts|Organonitrogen compounds
YMBLTOGTYNFTRX-UHFFFAOYSA-N,"4-nitro-2,3,5-trimethylpyridine, 1-oxide",Nitroaromatic compounds,Nitroaromatic compounds|C-nitro compounds|Organic nitro compounds
YMDZDFSUDFLGMX-UHFFFAOYSA-N,Bis(2-chloroethyl)amine hydrochloride,Nitrogen mustard compounds,Nitrogen mustard compounds|Organonitrogen compounds
YMEPVPIIHONYLV-UHFFFAOYSA-N,"Bisbenzimidazo[2,1-b:1',2'-j]benzo[lmn][3,8]phenanthroline-6,9-dione",Bipyridines and oligopyridines,Bipyridines and oligopyridines|Pyridines and derivatives
YMFWVWDPPIWORA-UHFFFAOYSA-N,"2-[[1-[[(2,3-dihydro-2-oxo-1H-benzimidazol-5-yl)amino]carbonyl]-2-oxopropyl]azo]benzoic acid",Alpha amino acid amides,Alpha amino acid amides|Alpha amino acids and derivatives
YMGHPIVBMBXPCR-NXVVXOECSA-N,"N,N-dibutyloleamide",N-acyl amines,N-acyl amines|Fatty amides
YMGUBTXCNDTFJI-UHFFFAOYSA-N,Cyclopropanecarboxylic acid,Cyclopropanecarboxylic acids,Cyclopropanecarboxylic acids|Cyclopropanecarboxylic acids and derivatives|Carboxylic acids and derivatives
YMKDRGPMQRFJGP-UHFFFAOYSA-M,Cetylpyridinium chloride,Pyridinium derivatives,Pyridinium derivatives|Pyridines and derivatives
YMKDRGPMQRFJGP-UHFFFAOYSA-M,cetylpyridinium chloride,Pyridinium derivatives,Pyridinium derivatives|Pyridines and derivatives
YMLFYGFCXGNERH-UHFFFAOYSA-K,N-butyltin trichloride,Metal alkyl halides,Metal alkyl halides
YMLFYGFCXGNERH-UHFFFAOYSA-K,n-butyltin trichloride,Metal alkyl halides,Metal alkyl halides
YMNCCEXICREQQV-UHFFFAOYSA-L,Dichlorobis(η-cyclopentadienyl)titanium,Aromatic hydrocarbons,Aromatic hydrocarbons
YMNKUHIVVMFOFO-UHFFFAOYSA-N,Anthracene-9-carbaldehyde,Anthracenes,Anthracenes|Benzenoids|Organic compounds
YMOONIIMQBGTDU-UHFFFAOYSA-N,β-bromostyrene,Styrenes,Styrenes|Benzene and substituted derivatives|Benzenoids|Organic compounds
YMTINGFKWWXKFG-UHFFFAOYSA-N,Fenofibrate,Benzophenones,Benzophenones|Benzene and substituted derivatives|Benzenoids|Organic compounds
YMTUIACUSNJPBV-UHFFFAOYSA-N,9-chloro-2-ethoxy-6-nitroacridine,Acridines,Acridines
YMTYZTXUZLQUSF-UHFFFAOYSA-N,"4,4'-isopropylidenedi-o-cresol",Bisphenols,Bisphenols|Diphenylmethanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
YMWUJEATGCHHMB-UHFFFAOYSA-N,Dichloromethane,Halomethanes,Halomethanes
YMWUJEATGCHHMB-UHFFFAOYSA-N,dichloromethane,Halomethanes,Halomethanes
YMWUJEATGCHHMB-UHFFFAOYSA-N,dichloromethane; methylene chloride,Halomethanes,Halomethanes
YMYYRUPHQHBWCZ-UHFFFAOYSA-N,Hex-5-en-1-yl 2-methylbutanoate,Fatty acid esters,Fatty acid esters
YMZYRUGVHTYUBH-GHDDXJDYSA-K,Chromium trioleate,Long-chain fatty acids,Long-chain fatty acids|Fatty acids and conjugates
YNAVUWVOSKDBBP-UHFFFAOYSA-N,Morpholine,Morpholines,Morpholines
YNAVUWVOSKDBBP-UHFFFAOYSA-N,morpholine,Morpholines,Morpholines
YNBADRVTZLEFNH-UHFFFAOYSA-N,Methyl nicotinate,Pyridinecarboxylic acids,Pyridinecarboxylic acids|Pyridinecarboxylic acids and derivatives|Pyridines and derivatives
YNDYCGZWQZEBCS-UHFFFAOYSA-N,methyl 2-[(ethoxycarbonothioyl)thio]propanoate,Phenylpropanes,Phenylpropanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
YNELJETWNMPEEH-UZLBHIALSA-N,"(2R,4S)-2-methyl-4-[(2-methylpropan-2-yl)oxycarbonylamino]-5-(4-phenylphenyl)pentanoic acid",Biphenyls and derivatives,Biphenyls and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
YNEVBPNZHBAYOA-UHFFFAOYSA-N,"mexacarbate (ISO); 3,5-dimethyl-4-dimethylaminophenyl N-methylcarbamate",Phenyl methylcarbamates,Phenyl methylcarbamates|Benzene and substituted derivatives|Benzenoids|Organic compounds
YNFPTDDRPNHRHQ-UHFFFAOYSA-N,"4-acetyl-N-{2-oxo-2-[(2,2,2-trifluoroethyl)amino]ethyl}-1-naphthamide",Naphthalenecarboxamides,Naphthalenecarboxamides|Naphthalenecarboxylic acids and derivatives|Naphthalenes|Benzenoids|Organic compounds
YNHIGQDRGKUECZ-UHFFFAOYSA-L,Dichlorobis(triphenylphosphine)palladium,Phenylphosphines and derivatives,Phenylphosphines and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
YNHNXXYVCYCNJQ-UHFFFAOYSA-N,"1,4,5-oxadiazepane",Dialkyl ethers,Dialkyl ethers
YNJBWRMUSHSURL-UHFFFAOYSA-N,TCA,Alpha-halocarboxylic acids,Alpha-halocarboxylic acids
YNJBWRMUSHSURL-UHFFFAOYSA-N,TCA (ISO); trichloroacetic acid,Alpha-halocarboxylic acids,Alpha-halocarboxylic acids
YNJBWRMUSHSURL-UHFFFAOYSA-N,Trichloroacetic acid,Alpha-halocarboxylic acids,Alpha-halocarboxylic acids
YNJORDSKPXMABC-UHFFFAOYSA-M,Sodium 2-hydroxypropane-2-sulphonate,Organosulfonic acids,Organosulfonic acids|Organosulfonic acids and derivatives|Organic sulfonic acids and derivatives
YNLAOSYQHBDIKW-UHFFFAOYSA-M,Diethylaluminium chloride,Alkylaluminium halides,Alkylaluminium halides|Alkylaluminium and derivatives
YNLCVAQJIKOXER-UHFFFAOYSA-N,TAPS,Organosulfonic acids,Organosulfonic acids|Organosulfonic acids and derivatives|Organic sulfonic acids and derivatives
YNLPNVNWHDKDMN-UHFFFAOYSA-M,sec-butylmagnesium chloride,Organic metal halides,Organic metal halides|Organic metal salts|Organic salts|Organic compounds
YNMSDIQQNIRGDP-UHFFFAOYSA-N,Phenethyl salicylate,o-Hydroxybenzoic acid esters,o-Hydroxybenzoic acid esters|Benzoic acid esters|Benzoic acids and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
YNOFOVLFZVOJQP-UHFFFAOYSA-N,"2-Propanamine, 2-methyl-1-(methylthio)-",Dialkylthioethers,Dialkylthioethers
YNOGYQAEJGADFJ-UHFFFAOYSA-N,Tetrahydrofurfurylamine,Tetrahydrofurans,Tetrahydrofurans
YNOWBNNLZSSIHM-UHFFFAOYSA-N,"Tris(oxiranylmethyl) benzene-1,2,4-tricarboxylate",Benzoic acid esters,Benzoic acid esters|Benzoic acids and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
YNPNZTXNASCQKK-UHFFFAOYSA-N,Phenanthrene,Phenanthrenes and derivatives,Phenanthrenes and derivatives|Benzenoids|Organic compounds
YNPOJCDFHNIIJK-SZLYAYFLSA-N,"(1R,2S,3S,4R)-3-((2-chloro-5-fluoropyrimidin-4-yl)amino)bicyclo[2.2.2]octane-2-carboxylic acid",Beta amino acids and derivatives,Beta amino acids and derivatives
YNPQDABMOAMHNC-UHFFFAOYSA-N,"1,8-bis[(4-methylphenyl)amino]anthraquinone",Anthraquinones,Anthraquinones|Anthracenes|Benzenoids|Organic compounds
YNQLUTRBYVCPMQ-UHFFFAOYSA-N,Ethylbenzene,Benzene and substituted derivatives,Benzene and substituted derivatives|Benzenoids|Organic compounds
YNQLUTRBYVCPMQ-UHFFFAOYSA-N,ethylbenzene,Benzene and substituted derivatives,Benzene and substituted derivatives|Benzenoids|Organic compounds
YNQXHQDFBVIEDP-UHFFFAOYSA-N,3-(4-chloro-2-fluoro-5-methylphenyl)-1-methyl-5-(trifluoromethyl)-1H-pyrazole,Phenylpyrazoles,Phenylpyrazoles|Pyrazoles
YNRGZHRFBQOYPP-UHFFFAOYSA-N,Dibismuth trisulphide,Post-transition metal salts,Post-transition metal salts
YNSQAMYQFKBNTH-UHFFFAOYSA-N,"1-[1,6-dimethyl-3-(4-methylpent-3-enyl)-3-cyclohexen-1-yl]ethan-1-one",Monocyclic monoterpenoids,Monocyclic monoterpenoids|Monoterpenoids
YNSSPVZNXLACMW-UHFFFAOYSA-N,"1H-Pyrrole-2,5-dione, 1,1'-[methylenebis(2-ethyl-6-methyl-4,1-phenylene)]bis-",Diphenylmethanes,Diphenylmethanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
YNTJRFXPYRRRKS-UHFFFAOYSA-J,Mercury silver iodide,Transition metal iodides,Transition metal iodides
YNTUJOCADSTMCL-BOPFTXTBSA-N,"2,4-Thiazolidinedione, 5-[[4-[2-(5-ethyl-2-pyridinyl)ethoxy]phenyl]methylene]-, (5Z)-",Phenol ethers,Phenol ethers|Benzenoids|Organic compounds
YNWVFADWVLCOPU-MDWZMJQESA-N,Uniconazole,Cinnamyl alcohols,Cinnamyl alcohols
YNXCGLKMOXLBOD-UHFFFAOYSA-N,Tetrahydrofurfuryl acrylate,Acrylic acid esters,Acrylic acid esters|Acrylic acids and derivatives|Carboxylic acids and derivatives
YNXYLOSBSOCELW-UHFFFAOYSA-N,"1,4-dichloro-2-(1,1,2,3,3,3-hexafluoropropoxy)benzene",Dichlorobenzenes,Dichlorobenzenes|Chlorobenzenes
YNYQQXPCRFXFIH-UHFFFAOYSA-M,"Sodium 1-amino-9,10-dihydro-4-[[4-[[(4-methylphenyl)sulphonyl]oxy]phenyl]amino]-9,10-dioxoanthracene-2-sulphonate",Anthraquinones,Anthraquinones|Anthracenes|Benzenoids|Organic compounds
YNZFUWZUGRBMHL-UHFFFAOYSA-N,Opipramol,Dibenzazepines,Dibenzazepines|Benzazepines
YNZQOVYRCBAMEU-UHFFFAOYSA-N,"3,4-dichloro-1,2,5-thiadiazole",Aryl chlorides,Aryl chlorides
YOALFLHFSFEMLP-UHFFFAOYSA-N,Ammonium pentadecafluorooctanoate,Perfluoroalkyl carboxylic acid and derivatives,Perfluoroalkyl carboxylic acid and derivatives
YOALFLHFSFEMLP-UHFFFAOYSA-N,Ammonium pentadecafluorooctanoate (APFO),Perfluoroalkyl carboxylic acid and derivatives,Perfluoroalkyl carboxylic acid and derivatives
YOALFLHFSFEMLP-UHFFFAOYSA-N,ammoniumpentadeca- fluorooctanoate,Perfluoroalkyl carboxylic acid and derivatives,Perfluoroalkyl carboxylic acid and derivatives
YOALFLHFSFEMLP-UHFFFAOYSA-N,"perfluorooctanoic acid, ammonium salt",Perfluoroalkyl carboxylic acid and derivatives,Perfluoroalkyl carboxylic acid and derivatives
YOCIJWAHRAJQFT-UHFFFAOYSA-N,2-bromo-2-methylpropionyl bromide,Acyl bromides,Acyl bromides
YOCZZJWFWDUAAR-UHFFFAOYSA-N,"bis(2,4,4-trimethylpentyl)dithiophosphonic acid",Organothiophosphorus compounds,Organothiophosphorus compounds|Organophosphorus compounds|Organic compounds
YODZTKMDCQEPHD-UHFFFAOYSA-N,"2,2'-thiodiethanol; thiodiglycol",Dialkylthioethers,Dialkylthioethers
YODZTKMDCQEPHD-UHFFFAOYSA-N,Thiodiglycol,Dialkylthioethers,Dialkylthioethers
YODZTKMDCQEPHD-UHFFFAOYSA-N,thiodiglycol,Dialkylthioethers,Dialkylthioethers
YOETUEMZNOLGDB-UHFFFAOYSA-N,Isobutyl chloroformate,Organic carbonic acids and derivatives,Organic carbonic acids and derivatives
YOGMQHMXNSEDLV-UHFFFAOYSA-N,4-[(5-carbamoyl-o-tolyl)azo]-3-hydroxynaphth-2-anilide,Naphthols and derivatives,Naphthols and derivatives|Naphthalenes|Benzenoids|Organic compounds
YOGPJFSYRIXXKO-UHFFFAOYSA-N,"Biphenyl-2-yl-(9,9-dimethyl-9H-fluoren-2-yl)-((2‘,7‘-bis(1,1-dimethylethyl)-(9,9’-spirobifluoren-2-yl))-amin",Triarylamines,Triarylamines|Tertiary amines
YOKDHMTZJSRRIQ-KZULUSFZSA-N,"9H-Fluoren-9-ylmethyl [(1R,2R)-(2-hydroxy-1-hydroxymethylpropyl)]carbamate",Fluorenes,Fluorenes|Benzenoids|Organic compounds
YOLFSLXHLNWPKG-UHFFFAOYSA-N,"tetrakis(2,6-dimethylphenyl)-m-phenylene biphosphate",Aryl phosphotriesters,Aryl phosphotriesters
YOMJKKAFDBCCMA-UHFFFAOYSA-N,"2,4-Oxazolidinedione, 5-[[4-(diphenylamino)phenyl]methylene]-3-(2-phenylethyl)-",Triarylamines,Triarylamines|Tertiary amines
YONLFQNRGZXBBF-KBPBESRZSA-N,"[S-(R*,R*)]-2,3-bis(benzoyloxy)succinic acid",Tetracarboxylic acids and derivatives,Tetracarboxylic acids and derivatives|Carboxylic acids and derivatives
YONLFQNRGZXBBF-ZIAGYGMSSA-N,Dibenzoyl-L-tartaric acid monohydrate,Tetracarboxylic acids and derivatives,Tetracarboxylic acids and derivatives|Carboxylic acids and derivatives
YONPGGFAJWQGJC-UHFFFAOYSA-K,Titanium trichloride,Transition metal chlorides,Transition metal chlorides
YONPGGFAJWQGJC-UHFFFAOYSA-K,titanium trichloride,Transition metal chlorides,Transition metal chlorides
YOOSAIJKYCBPFW-UHFFFAOYSA-N,"3,3'-[butane-1,4-diylbis(oxy)]bispropanamine",Dialkyl ethers,Dialkyl ethers
YOPMSDPIOQUWFE-XYOKQWHBSA-N,Ethyl 2-(3-nitrobenzylidene)acetoacetate,Cinnamic acid esters,Cinnamic acid esters|Cinnamic acids and derivatives
YOPMSDPIOQUWFE-XYOKQWHBSA-N,ethyl 2-(3-nitrobenzylidene)acetoacetate,Cinnamic acid esters,Cinnamic acid esters|Cinnamic acids and derivatives
YOQDYZUWIQVZSF-UHFFFAOYSA-N,Sodium tetrahydroborate,Miscellaneous mixed metal/non-metals,Miscellaneous mixed metal/non-metals
YOQVGIBXRRGAOX-UHFFFAOYSA-N,"2-ethylbutane-1,4-diisocyanate",Isocyanates,Isocyanates|Organonitrogen compounds
YORCIIVHUBAYBQ-UHFFFAOYSA-N,3-bromopropyne,Acetylides,Acetylides|Organic compounds
YOUIINCKRXWFQD-UHFFFAOYSA-L,"N,N'-bis[2-hydroxy-3-(2,2,3,3-tetrafluoropropoxy)propyl]-N,N,N',N'-tetramethylethane-1,2-diaminium dichloride",Tetraalkylammonium salts,Tetraalkylammonium salts|Quaternary ammonium salts|Organonitrogen compounds
YOUNXJAJHCCMNK-UHFFFAOYSA-N,"3,4-diethoxyphenethylamine",Phenethylamines,Phenethylamines|Benzene and substituted derivatives|Benzenoids|Organic compounds
YOURXVGYNVXQKT-UHFFFAOYSA-N,sebacic anhydride,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives|Carboxylic acids and derivatives
YOUWVLSTAZVPHM-UHFFFAOYSA-N,"1-Butanone, 1-(4-hydroxyphenyl)-2-phenyl-",Stilbenes,Stilbenes
YOVRNJUIHVNXCB-UHFFFAOYSA-N,"N,N'-hexane-1,6-diylbis(hexahydro-2-oxo-1H-azepine-1-carboxamide)",Caprolactams,Caprolactams
YOWQWFMSQCOSBA-UHFFFAOYSA-N,Isopropenyl methyl ether,Organooxygen compounds,Organooxygen compounds
YOXRRZORGVMZEE-UHFFFAOYSA-M,Sodium 3-amino-2-hydroxy-5-nitrobenzenesulphonate,Nitrophenols,Nitrophenols
YOXUOHDHFCBGHY-UHFFFAOYSA-N,1-bromo-9H-fluoren-9-one,Fluorenes,Fluorenes|Benzenoids|Organic compounds
YOYAIZYFCNQIRF-UHFFFAOYSA-N,Dichlobenil,Dichlorobenzenes,Dichlorobenzenes|Chlorobenzenes
YOYAIZYFCNQIRF-UHFFFAOYSA-N,"dichlobenil (ISO); 2,6-dichlorobenzonitrile",Dichlorobenzenes,Dichlorobenzenes|Chlorobenzenes
YOYLLRBMGQRFTN-IOMBULRVSA-N,"(2S)-(5α,7α)-7-(2-hydroxy-3,3-dimethylbutan-2-yl)-6-methoxy-18,19-dihydro-4,5-epoxy-6,14-ethenomorphinan-3-ol",Phenanthrenes and derivatives,Phenanthrenes and derivatives|Benzenoids|Organic compounds
YOZHLACIXDCHPV-UHFFFAOYSA-N,N-(methoxymethyl)methacrylamide,Secondary carboxylic acid amides,Secondary carboxylic acid amides
